business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
H3j8f1UZNMNzVbtRuScxzw,Absolutely Fabulous Glamour Studio,"1129 State St, Ste 26",Santa Barbara,CA,93101,34.4230155,-119.7043737,4.5,17,0,"Eyelash Service, Makeup Artists, Hair Stylists, Photographers, Beauty & Spas, Shopping, Cosmetics & Beauty Supply, Hair Salons, Session Photography, Event Planning & Services"
3cnjGli5iwGsUF06Dne9Yg,Challwa,724 E Haley St,Santa Barbara,CA,93103,34.4246493,-119.686693,4.5,5,0,"Restaurants, Peruvian, Pop-Up Restaurants"
PysSrXEzsknBuEsqWkSrrg,Royal Rooter,"6099 Jacaranda Way, Ste #D",Carpinteria,CA,93013,34.3911906,-119.4963367,5,5,1,"Home Services, Plumbing"
bhcikPDl2y9rCC5Sg0INXw,Tony the Tailor,"30 W Mission St, Ste 3",Santa Barbara,CA,93101,34.4301385,-119.7158403,4.5,27,1,"Women's Clothing, Fashion, Accessories, Local Services, Shopping, Sewing & Alterations"
P_yvuonNtub1Gw6I9wLMhQ,Leah Valentine Photography,Willow Springs Ln,Goleta,CA,93117,34.4330959,-119.8504558,5,15,1,"Event Planning & Services, Event Photography, Photographers, Session Photography"
9Ujw_PoR_Vv67gf4vsAk-g,Giovanni's,1187 Coast Village Rd,Santa Barbara,CA,93108,34.4207816,-119.6449207,3,54,0,"Pizza, Restaurants"
#NAME?,Riverbench Santa Barbara Tasting Room,"137 Anacapa St, Ste C",Santa Barbara,CA,93101,34.4148148,-119.6905632,4,121,1,"Wine Bars, Wine Tasting Room, Wineries, Beer, Wine & Spirits, Arts & Entertainment, Nightlife, Bars, Food"
#NAME?,Su Casa Fresh Mexican Grill,1417 San Andres St,Santa Barbara,CA,93101,34.418221,-119.7157951,4.5,29,1,"Mexican, Restaurants"
uQcKo8m34OULhySxwRaOAg,Nicoletti's Cafe,Ucen Rd,Isla Vista,CA,93117,34.411574,-119.844094,3.5,9,0,"Restaurants, Food, Coffee & Tea, Cafes"
NuUwsJD3ydcx3tqNvc8hVw,SPARK45 Physical Therapy,"4670 Carpinteria Ave, Ste B",Carpinteria,CA,93013,34.4016007,-119.5231472,5,8,1,"Fitness & Instruction, Active Life, Cycling Classes, Health & Medical, Doctors, Nutritionists, Sports Medicine, Physical Therapy"
cfKNpvcIxlN8EsJgdMnC2g,Jerry's Plumbing & Heating,,Santa Barbara,CA,93101,34.420334,-119.7107494,2.5,31,1,"Heating & Air Conditioning/HVAC, Water Heater Installation/Repair, Home Services, Plumbing"
wlkwDTzSlUl36iPt7v3yGA,Thrive Studios Chiropractic,"200 N La Cumbre Rd, Ste A",Santa Barbara,CA,93119,34.4423526,-119.7508149,5,8,1,"Health & Medical, Chiropractors"
QssNtairW2WfT0BekFhBGw,Coast Carpet Cleaning,,Santa Barbara,CA,93111,34.44733434,-119.7926381,5,34,1,"Carpet Cleaning, Local Services"
f80iVAvEprRbX8mi5Dg1tw,Midway Appliance Parts,910 E Haley St,Santa Barbara,CA,93103,34.426215,-119.684494,4,10,1,"Local Services, Appliances & Repair"
aTi1ReOMjqYWCU1zTW4Pzw,Good Energy Solar,137 W Mission St,Santa Barbara,CA,93101,34.4288122,-119.7166648,4.5,10,1,"Home Services, Solar Installation"
lOjaVGb2ZA1W7MdeB7bV5A,Albertsons,3943 State St,Santa Barbara,CA,93105,34.439185,-119.752384,4,6,0,"Grocery, Food"
GyWxMEMzRZJ-mb6OAq7jyA,Taqueria El Pastorcito,2009 De La Vina St,Santa Barbara,CA,93105,34.428742,-119.717435,4,53,0,"Mexican, Food, Restaurants"
_pA9TDrUEuvGjdx9WIG1xQ,Clark Motors,407 N Nopal St,Santa Barbara,CA,93103,34.4245184,-119.6858807,2.5,5,1,"Auto Repair, Automotive"
YOMdjTmNhLIq3Hn0jBBf7A,"Julie A. Hemingway, DDS","2780 State St, Ste 15",Santa Barbara,CA,93105,34.439425,-119.723549,5,6,1,"Health & Medical, Oral Surgeons, Dentists, General Dentistry"
lAzo55uirYQAHBF1ThySQQ,Miramar Hotel,1555 S Jameson Ln,Montecito,CA,93108,34.419561,-119.628226,5,14,0,"Hotels, Hotels & Travel, Event Planning & Services"
w4azVgjFtJuB_9DJ2_Fi7g,Landscapes by Davids,,Santa Barbara,CA,93121,34.42,-119.7,2.5,5,1,"Landscaping, Home Services"
eGd5Cc1PVPWlX0dzwfrIaA,Property Value Upgrades,"836 Anacapa St, Ste 4",Santa Barbara,CA,93102,34.4217314,-119.6987907,5,9,1,"Painters, Contractors, Shopping, Kitchen & Bath, Home Services, Handyman, Home & Garden, Landscaping"
a5RJLCRJuIDkbmbWNe2dDw,Paddle Sports Center,Goleta Beach,Goleta,CA,93117,34.41745745,-119.8308093,3,5,1,"Surfing, Active Life, Rafting/Kayaking, Paddleboarding"
iJp9sq8UddLSrUtIieoD0A,Good Cup,"1819 Cliff Dr, Ste C",Santa Barbara,CA,93190,34.40119364,-119.7215199,4,108,0,"Food, Coffee & Tea"
Ukn2qaxEP0sbjoiwn2LwhA,Onus Donuts,413 State St,Santa Barbara,CA,93101,34.41604613,-119.6948986,4.5,37,0,"Donuts, Food, Coffee & Tea"
lrgjdVeGfG6Tb0eiXdo0bg,Santa Barbara Auto Refinishing,402 N Nopal St,Santa Barbara,CA,93103,34.42459,-119.685132,5,8,1,"Auto Repair, Body Shops, Automotive, Auto Customization"
S5mn4zmda6HklORko5xd8Q,SB Printing & Embroidery,"3463 State St, Ste 104",Santa Barbara,CA,93105,34.439875,-119.7383381,5,5,1,"Local Services, Embroidery & Crochet, Printing Services, Screen Printing/T-Shirt Printing, Arts & Crafts, Shopping, Screen Printing"
IOv-FjdDoTZmnJ_PmhBjwg,Wash N' Go,3535 State St,Santa Barbara,CA,93105,34.4400726,-119.7398215,4,134,1,"Car Wash, Automotive, Auto Parts & Supplies, Auto Detailing"
9ZL521sQOceZb6qiZ33sWg,Patricia Stewart DO,105 W Mission St,Santa Barbara,CA,93101,34.4294119,-119.715881,2,6,0,"Doctors, Health & Medical, Dermatologists"
YD2DmMR4flJNCqjZxO6Wvw,Nail Artistry By Stephanie,"16 W Mission St, Ste I",Santa Barbara,CA,93101,34.4306497,-119.715443,5,21,1,"Beauty & Spas, Nail Salons, Nail Technicians"
HE-9l_2RSingLV2RZItdsA,Anna's Marketplace Bakery,7018 Marketplace Dr,Goleta,CA,93117,34.4294598,-119.8721309,4,204,1,"Donuts, Restaurants, Bakeries, Food, Sandwiches"
vyxxsn2l6ELF2Yoxr6BWcw,Westmont Dining Commons,955 La Paz Rd,Santa Barbara,CA,93108,34.450364,-119.661552,3,7,0,"American (Traditional), Buffets, Food Court, Restaurants"
FYc3iwBUhGhxJAtJ6oRvJQ,Carl's Jr.,3925 State St,Santa Barbara,CA,93105,34.4401377,-119.7524125,2.5,10,0,"Restaurants, Fast Food"
3MieDW5uihkPvXqnxAIGmg,SB Buggie,120 E Yanonali St,Santa Barbara,CA,93101,34.4155403,-119.6897052,5,231,1,"Tours, Motorcycle Rental, Scooter Rentals, Kids Activities, Car Rental, Bike Rentals, Hotels & Travel, Active Life"
iveVXWUFOTVTmDt0yI8yJw,Anacapa Vapor,4 W De La Guerra St,Santa Barbara,CA,93101,34.419493,-119.6996,5,23,1,"Tobacco Shops, Shopping, Vape Shops"
7hL5wCzn7NNuzswx-7VIIQ,Ross Dress for Less,7055 Marketplace Dr,Goleta,CA,93117,34.4274852,-119.8730819,3.5,33,1,"Women's Clothing, Fashion, Department Stores, Home Decor, Home & Garden, Shopping, Men's Clothing, Discount Store"
wUqfdp2GK5g7nOCRMKnExw,Granada Books,1224 State St,Santa Barbara,CA,93101,34.423979,-119.7052563,4.5,22,0,"Books, Mags, Music & Video, Bookstores, Shopping"
im1dUk7C1YoqT-KPKBF4Ng,Sanford Winery Tasting Room,"1114 State St, Ste 26",Santa Barbara,CA,93101,34.423093,-119.703496,4.5,69,0,"Wine Tasting Room, Arts & Entertainment, Local Flavor, Food, Wineries"
OT4R5rZTUm97bdoT-VT-cw,Sweet Cheeks,,Santa Barbara,CA,93101,34.41286475,-119.8567558,5,82,1,"Professional Services, Hair Removal, Tanning, Beauty & Spas, Spray Tanning, Sugaring, Day Spas, Waxing, Eyelash Service"
OzGtt_By8HmD2gP5CqrfPg,Pacifica Graduate Institute,249 Lambert Rd,Carpinteria,CA,93013,34.421938,-119.580528,4,18,1,"Counseling & Mental Health, Education, Colleges & Universities, Health & Medical"
rqpbPYYkSiNmwatrzlgdnw,Chevron Station,4290 Via Real,Carpinteria,CA,93013,34.4050223,-119.5307315,4.5,10,1,"Automotive, Gas Stations"
KBDM9Pab3F8_tzoUWvDBrQ,Norvell Bass Cleaners,3323 State St,Santa Barbara,CA,93105,34.4398445,-119.7358761,2.5,27,1,"Dry Cleaning & Laundry, Laundry Services, Sewing & Alterations, Local Services, Home Cleaning, Home Services, Dry Cleaning"
xQ0eRVrddCuV0S4nc1XeRw,USA Gasoline,8 S Milpas St,Santa Barbara,CA,93103,34.4211246,-119.6788544,3.5,11,0,"Hotels & Travel, Gas Stations, Automotive"
4yBeWUqxuru02oZccjDN7Q,Taqueria Altamirano,217 E Anacapa St,Santa Barbara,CA,93101,34.415369,-119.691314,4.5,12,0,"Restaurants, Mexican, American (New)"
wbzuWpjclEQgXMX7vjdFtQ,GameStop,140 S Hope Ave,Santa Barbara,CA,93105,34.436638,-119.748463,2,7,0,"Video Game Stores, Electronics, Local Services, IT Services & Computer Repair, Shopping, Books, Mags, Music & Video, Toy Stores"
Kvjn16fQI9blh8SdNNOMJw,Public Storage,5425 Overpass Rd,Santa Barbara,CA,93111,34.438319,-119.812637,3.5,15,1,"Self Storage, Local Services"
dPpvd4P6cFQ3JEXCdMypPg,Parameters Custom Framing,5350 Overpass Rd,Santa Barbara,CA,93111,34.4404579,-119.8101995,5,5,0,"Arts & Crafts, Local Services, Framing, Art Galleries, Arts & Entertainment, Shopping"
960Ht_eMqNats3xSHbr8jg,TEAM Hair & Makeup,3040 State St,Santa Barbara,CA,93105,34.4406596,-119.7297997,4.5,76,1,"Hair Extensions, Beauty & Spas, Makeup Artists, Hair Stylists, Event Planning & Services, Hair Salons, Eyelash Service"
2NcOysjkx3eFi3xo8ndAUA,Renegade Wines,"417 Santa Barbara St, Ste A-6",Santa Barbara,CA,93101,34.418152,-119.6927,5,11,1,"Food, Wineries, Arts & Entertainment, Beer, Wine & Spirits"
C6QDsSYH-Y-ychVEvt0nQw,The B Boutique,"900 Embarcadero Del Mar, Ste A",Isla Vista,CA,93117,34.4129659,-119.8568855,4,38,1,"Eyelash Service, Tanning, Waxing, Spray Tanning, Hair Removal, Beauty & Spas"
GpESl2dXOH8rxs0pAbIyAw,Alphie's Restaurant,5725 Hollister Ave,Goleta,CA,93117,34.4354332,-119.8242432,3.5,175,0,"Restaurants, Burgers, American (Traditional), Breakfast & Brunch, Diners"
KDM8dsGOkMgxjBaO8pwR8g,USA Gasoline,636 W Carrillo St,Santa Barbara,CA,93101,34.4150724,-119.7106534,2,7,0,"Automotive, Gas Stations"
4fhN8dEgPxZu9y96PI_Mkg,Anacapa Auto Body & Paint,518 Anacapa St,Santa Barbara,CA,93101,34.4184947,-119.6948368,5,52,1,"Body Shops, Automotive"
RnqTsTy2GTZBFEe0YU4MWA,Terra Sol Garden Center,5320 Overpass Rd,Santa Barbara,CA,93111,34.4396167,-119.8097733,4.5,55,1,"Home & Garden, Nurseries & Gardening, Shopping"
bF4N8Y85dDjWHcWz_qM04g,Impulse Advanced Communications,,Santa Barbara,CA,93111,34.4630827,-119.8062912,2,5,1,"Local Services, Internet Service Providers, Home Services, Professional Services"
#NAME?,Benchmark Eatery,1201 State St,Santa Barbara,CA,93101,34.4233579,-119.7047765,4,544,1,"American (Traditional), American (New), Breakfast & Brunch, Restaurants, Seafood, Vegetarian, Nightlife, Event Planning & Services, Bars, Venues & Event Spaces"
x1qH6MKTw3s5uWLyhSnCCA,Purety Family Medical Clinic,"200 N La Cumbre Rd, Ste E",Santa Barbara,CA,93110,34.4423526,-119.7508149,5,22,1,"Health & Medical, Nutritionists, Doctors, Family Practice, Naturopathic/Holistic, Pediatricians, Sports Medicine"
AXSsnO1l1hci-OWRFiaIQw,Te Amo Estate and Fine Jewelry,"811 State St, Ste G",Santa Barbara,CA,93101,34.4195303,-119.7001825,5,21,1,"Jewelry, Shopping, Fashion, Local Services, Accessories, Jewelry Repair"
LEo6sBsQz3xrpKW-DQjTWQ,Panda Express,University Center Bldg 558,Santa Barbara,CA,93106,34.41156634,-119.8478269,2.5,18,1,"Restaurants, Chinese, Fast Food"
iWq0hg3GweTIlPuqowOwQg,Dear Diary,913 State St,Santa Barbara,CA,93101,34.4206737,-119.7013585,3,29,1,"Women's Clothing, Shopping, Fashion"
yAlMKAMIfsNoqD7OJKywTw,"Henry Han, OMD",,Santa Barbara,CA,93105,34.4402467,-119.7289889,5,6,0,"Acupuncture, Health & Medical"
ZhPzvVPiR6nEWuraSPvXAw,Smart Skin Solutions,544 W Cherry Ln,Meridian,CA,83642,43.61963382,-116.4015764,5,12,1,"Skin Care, Beauty & Spas"
QFh-h_OZ5Io-mBk32HN28A,Kyle's Kitchen,791 Chapala St,Santa Barbara,CA,93101,34.4182687,-119.7005116,4,638,1,"Cafes, Restaurants, Sandwiches, Chicken Shop, Salad, American (New), Burgers, Breakfast & Brunch"
b1shfPbHpkeWtbGbz5iAtg,Rudy's Mexican Restaurant,3613 State St,Santa Barbara,CA,93105,34.440062,-119.7408542,3,130,1,"Restaurants, Mexican, Salad"
wvD7TOuE-qUhkyXoi8K8hA,Taqueria El Bajio,129 N Milpas St,Santa Barbara,CA,93103,34.42323789,-119.6813092,4,246,1,"Restaurants, Mexican"
liZlY8xqR4WTneZzGtq6MA,Cabrillo Pavilion,1118 E Cabrillo Blvd,Santa Barbara,CA,93103,34.417107,-119.6689954,4.5,19,1,"Venues & Event Spaces, Wedding Planning, Event Planning & Services"
U53AajnELygqSPFsHoCuPA,Socorro,"1106 State St, Ste A",Santa Barbara,CA,93101,34.422719,-119.703303,3.5,5,1,"Accessories, Women's Clothing, Fashion, Shopping"
Jx3MQa5W45YFbVSBsZ7M0w,Farm Cart Organics,5103 Carpinteria Ave,Carpinteria,CA,93013,34.3975737,-119.5171377,5,10,1,"Food, Food Delivery Services, Farmers Market, CSA, Organic Stores, Fruits & Veggies, Health Markets, Specialty Food"
GqXGCc0qlb2fWGdSFaL8fQ,Barbara Alessandra Photography,,Santa Barbara,CA,93101,34.420334,-119.7107494,4.5,9,1,"Event Planning & Services, Photographers, Local Services"
63dUCeQvCpI43zam92R01Q,Gallup & Stribling Orchids,3450 Via Real,Carpinteria,CA,93013,34.4159239,-119.5578019,5,5,1,"Shopping, Travel Services, Flowers & Gifts, Visitor Centers, Hotels & Travel"
rU8HgGMR8Qd8_SkvKANdEA,iGrill Korean BBQ,3132 State St,Santa Barbara,CA,93105,34.440625,-119.7323971,2.5,65,0,"Korean, Restaurants"
9D4gd_k6s8xzeWKXrqYcmA,Budget Car and Truck Rental,114 Moffett Pl,Goleta,CA,93117,34.424373,-119.8362002,2,16,1,"Hotels & Travel, Car Rental, Automotive, Truck Rental"
vesfiaa65tBK-FY2Im-8HQ,Francesca's,"727 State St, Ste B",Santa Barbara,CA,93101,34.4191722,-119.6990674,3.5,15,0,"Fashion, Jewelry, Shopping, Accessories, Women's Clothing"
zMeFNx-CRBBWr-5jESUm2Q,"Peter J Levy, DC","5266 Hollister Ave, Bldg C, Ste 310",Santa Barbara,CA,93111,34.44069,-119.74274,4.5,7,1,"Chiropractors, Health & Medical"
T0TAXNzN7oY1wRC8jslTjw,Telegraph Brewing Company,418 N Salsipuedes St,Santa Barbara,CA,93103,34.422903,-119.687689,4,137,0,"Local Flavor, Food, Breweries"
jKocMyXjEqgb9dL9S5vrEA,Yankee Noodle,214 State St,Santa Barbara,CA,93101,34.414558,-119.6918267,4,100,0,"Restaurants, Chinese, Nightlife, Burgers, Pizza, Asian Fusion, Ramen, Cocktail Bars, Dim Sum, Bars, Pubs, American (Traditional), Japanese"
Lx14VTGSt8YndxUbjIxdDA,ZeeBlu,"81 David Love Pl, Ste J",Santa Barbara,CA,93117,34.43631894,-119.8397255,3,9,1,"Web Design, Financial Services, Advertising, Marketing, Financial Advising, Professional Services"
QMJ0NWkqBdEcHW54IMCCFg,Avania Inn of Santa Barbara,128 Castillo St,Santa Barbara,CA,93101,34.409821,-119.69561,2.5,201,1,"Resorts, Hotels & Travel, Hotels, Event Planning & Services"
QsNy5dd0Xxxxo3TkAIUsKA,Celadon House,1224 State St,Santa Barbara,CA,93101,34.4240754,-119.705155,3.5,8,1,"Furniture Stores, Shopping, Home & Garden"
CrWrO6KT5KKg_EdhAgKsaw,Cafe Luck,18 E Cota St,Santa Barbara,CA,93101,34.4182166,-119.6961201,3.5,52,0,"Lounges, Bars, American (New), Nightlife, Modern European, Restaurants"
ZTg2GBgQj1WwAO5ySsTAQw,Beach Bowl,901 Linden Ave,Carpinteria,CA,93013,34.39845834,-119.5191763,3.5,55,0,"Restaurants, Local Flavor, Coffee & Tea, Food, Breakfast & Brunch, Juice Bars & Smoothies, Ice Cream & Frozen Yogurt"
mm6yIxh8_vA8t3HiftKS8g,Westerlay Orchids,3504 Via Real,Carpinteria,CA,93013,34.4117689,-119.5523739,4.5,19,1,"Nurseries & Gardening, Home & Garden, Shopping"
ySXGwFTgDesGgD3UyUfVSw,Lunchbox,3400 Calle Real,Santa Barbara,CA,93105,34.4307246,-119.735418,5,11,1,"Food Delivery Services, Food, Event Planning & Services, Caterers"
CoZ2mpsMBP8HUG1ymKoZTg,Opal Restaurant & Bar,1325 State St,Santa Barbara,CA,93101,34.4247634,-119.7067564,4,954,1,"Seafood, American (New), Sandwiches, Steakhouses, Restaurants, Bars, Nightlife"
88WWaC7ZbD9vl1A9Dlh-0Q,Photos by Dania,,Santa Barbara,CA,93105,34.4208305,-119.6981901,5,6,1,"Event Planning & Services, Photographers, Event Photography, Session Photography"
ESklJMaA5qtCEZubQV2zIg,Delgado Landscape and Tree Service,,Goleta,CA,93117,34.4358294,-119.8276389,5,5,1,"Tree Services, Landscaping, Home Services, Junk Removal & Hauling, Local Services, Irrigation"
pLDIhiXuL7J9cbJr6IbRjw,Ultraviolet Audio Video,"510 State St, Ste 220",Santa Barbara,CA,93101,34.4170688,-119.6956621,4.5,9,1,"Home Automation, Home Theatre Installation, Shades & Blinds, Shopping, Home Network Installation, Home Services, High Fidelity Audio Equipment, Security Systems"
8JGQnOj0N-0krAvLtioWHg,Rocket Fizz Soda Pop & Candy Shops,1021 State St,Santa Barbara,CA,93101,34.4217656,-119.702826,4.5,35,0,"Shopping, Specialty Food, Candy Stores, Gift Shops, Toy Stores, Flowers & Gifts, Souvenir Shops, Food"
6-dIoG_AoK-Y2zf5DuVtUw,Dioji K-9 Resort & Athletic Club,7340 Hollister Ave,Goleta,CA,93117,34.4306487,-119.8828408,4.5,71,1,"Pet Services, Dog Walkers, Pet Stores, Pet Groomers, Pets, Pet Boarding, Pet Sitting"
4sFyCJXxKGFfRaTC9XeVRw,"Scott Tobis, MD","4151 Foothill Rd, Bldg A",Santa Barbara,CA,93110,34.4516832,-119.7594302,4.5,9,1,"Urologists, Health & Medical, Doctors, Oncologist"
d0snTgOBza5HkJbKca6owA,Portola Sycamore,5301 Sixth St,Carpinteria,CA,93013,34.3940919,-119.5187385,5,5,1,"Parks, Active Life"
DJZG4jxk_30z9fjg8DjmfA,Len's of Santa Barbara,5720 Thornwood Dr,Goleta,CA,93117,34.4284992,-119.8247858,4.5,10,1,"Carpeting, Carpet Installation, Flooring, Home Services"
Z0mBsgDzDnFAEC5o4X6G9g,Java Station,4447 Hollister Ave,Santa Barbara,CA,93110,34.4394311,-119.7719422,3.5,196,1,"Coffee & Tea, Food, Restaurants, Breakfast & Brunch, Bakeries, Sandwiches, Tabletop Games, Shopping"
l_slvEnh4v3W8BXF1gYlcQ,Baja Sharkeez,525 State St,Santa Barbara,CA,93101,34.4171787,-119.6963836,3.5,655,1,"Mexican, Bars, Tex-Mex, Nightlife, Dance Clubs, Sports Bars, Restaurants"
AymqoGjm3su7wxR1a5eZhw,"Rani Hoover, Inspired Weddings & Events",,Santa Barbara,CA,93101,34.420334,-119.7107494,5,8,1,"Wedding Planning, Venues & Event Spaces, Party & Event Planning, Event Planning & Services"
ip4LFXDktVPxnyq2Ld5i0A,Green Star Coffee,"6489 Calle Real, Ste G",Goleta,CA,93117,34.4393265,-119.8523254,5,23,1,"Shopping, Food, Coffee & Tea, Wholesale Stores, Coffee Roasteries"
0Oyybjr6b142_t1GbmLLHA,Santa Barbara Family YMCA,36 Hitchcock Way,Santa Barbara,CA,93105,34.4378133,-119.7453265,3.5,36,1,"Community Service/Non-Profit, Local Services, Active Life, Gyms, Child Care & Day Care, Fitness & Instruction, Sports Clubs"
_WsbPtqSuxaBu5zd7H0-HQ,Lara's Auto Repair,"619 E Gutierrez St, Ste D",Santa Barbara,CA,93103,34.4229928,-119.6870122,4.5,42,1,"Automotive, Smog Check Stations, Auto Repair, Oil Change Stations"
9MsMKG0v3NstaPqKGYFVOw,Corazon Cocina,126 E Canon Perdido St,Santa Barbara,CA,93101,34.4217896,-119.6992111,4.5,39,0,"Restaurants, Seafood, Mexican"
Tfo88MgUweNHyOMfQ6TYGw,Bay Roadhouse Bar and Grill,202 State St,Santa Barbara,CA,93101,34.4141462,-119.6916634,3.5,92,0,"Seafood, American (New), Restaurants"
arSpgFeGqZpFk3wQMmSjcw,Pacific Diagnostic Laboratories,"2320 Bath St, Ste 103",Santa Barbara,CA,93105,34.4308049,-119.722017,2.5,34,1,"Diagnostic Services, Laboratory Testing, Health & Medical"
S6rI1Tuw7YwpWipj32I1jA,San Andres Hardware,635 W Micheltorena St,Santa Barbara,CA,93101,34.4188112,-119.7156495,3.5,36,1,"Shopping, Hardware Stores, Home & Garden"
zRLEfZgXRSoQ8Vue3MPyRw,Ohana Fun Company,5285 Carpinteria Ave,Carpinteria,CA,93013,34.39663483,-119.5158236,5,7,0,"Art Supplies, Arts & Crafts, Outdoor Gear, Toy Stores, Shopping, Sporting Goods, Paddleboarding, Active Life"
Lj1goFC0ar8bfmsoHhGVbg,Taco Tuyo,,Santa Barbara,CA,93101,34.420334,-119.7107494,4.5,13,0,"Food Trucks, Food, Food Delivery Services, Tacos, Mexican, Event Planning & Services, Restaurants, Vegan, Caterers"
d0E938M2_4kcuULUdnj-Xw,Brass Bear Brewing & Bistro,"28 Anacapa St, Ste E",Santa Barbara,CA,93101,34.4141317,-119.6886868,4.5,269,1,"Wineries, Food, Breweries, Nightlife, Bars, Arts & Entertainment, Champagne Bars, Pubs, American (New), Brewpubs, Restaurants"
hRoAwkrCWaqjBuYs4i9EYw,Taqueria La Colmena,217 Milpas St,Santa Barbara,CA,93103,34.4238895,-119.6822103,4,108,0,"Mexican, Restaurants"
T5serOgucL236udCsZI0jA,Xanadu Bakery,1028 Coast Village Rd,Santa Barbara,CA,93108,34.4222344,-119.6521265,3,38,0,"Restaurants, Bakeries, Food"
#NAME?,Tyler's Donuts,1002 Casitas Pass Rd,Carpinteria,CA,93013,34.3946609,-119.5129325,4,52,1,"Restaurants, Donuts, Food, Coffee & Tea"
Go-vuNoQ64pojSRJ580SJQ,Velvet Jones,423 State St,Santa Barbara,CA,93101,34.4162041,-119.6951589,3.5,96,0,"Restaurants, Music Venues, Pizza, Bars, Nightlife, Arts & Entertainment, Event Planning & Services, Venues & Event Spaces"
MKjRz0QLGsB0t7D-7JridA,"Joseph Hwang, DMD","122 S Patterson Ave, Ste A-117",Santa Barbara,CA,93111,34.4377119,-119.8083238,5,7,0,"General Dentistry, Cosmetic Dentists, Health & Medical, Dentists"
0TKUn5JU65ySgjD2JjXnIw,Anthropologie,1123 State St,Santa Barbara,CA,93101,34.423107,-119.704136,4,45,1,"Home & Garden, Home Decor, Women's Clothing, Fashion, Shopping"
eBxc95u_Gcs9bLST0UntOQ,Santa Barbara Chicken Ranch,2618 De La Vina St,Santa Barbara,CA,93105,34.4352389,-119.7245736,4,378,1,"Health & Medical, Restaurants, Mexican, Cannabis Clinics, Barbeque"
E3WUDYEvCVMplIFMgeN1xw,Cajun Kitchen Cafe,901 Chapala St,Santa Barbara,CA,93101,34.419398,-119.702048,4,519,1,"Cajun/Creole, Breakfast & Brunch, Caterers, Restaurants, Event Planning & Services, Burgers"
UjgqSqa4Biy34pHSEdwj_g,Gino's Sicilian Express,12 W Figueroa St,Santa Barbara,CA,93101,34.4221006,-119.7037011,4,253,1,"Italian, Salad, Pizza, Restaurants, Sandwiches"
O-iEF0fKfUcgRi1193IoeA,Goldway Window Cleaning,,Santa Barbara,CA,93160,34.43,-119.8,5,5,1,"Window Washing, Gutter Services, Home Services, Pressure Washers"
lOa1BVmTcbPpu05h3OPAQA,Blue Sands  Motel,421 S Milpas St,Santa Barbara,CA,93103,34.4174898,-119.6728782,4,71,0,"Event Planning & Services, Hotels, Hotels & Travel"
QDj4DXLgJWWaPDy4aCu55A,Marshalls,900 State St,Santa Barbara,CA,93101,34.4209215,-119.7005219,3.5,34,1,"Department Stores, Shopping, Fashion"
zppnCAAEn_DstvEc1Uhqvg,Professional Women Painters,804 Windsor Way,Santa Barbara,CA,93105,34.446964,-119.714645,4.5,10,1,"Contractors, Home Inspectors, Painters, Home Services"
Eqi8jrVowPBlCKAInDfFRw,The Natural Cafe,5892 Hollister Ave,Goleta,CA,93117,34.436222,-119.828913,4,122,0,"Tex-Mex, Restaurants, Vegetarian, Sandwiches"
JpwG8sDNsHuD0f6NF6YuGw,Rusty's Pizza Parlor,111 State St,Santa Barbara,CA,93101,34.413168,-119.691316,3,164,1,"Restaurants, Pizza"
WSJXOr-RVNJSgFqg1Iq-nA,United Studios of Self Defense,3971 State St,Santa Barbara,CA,93105,34.43857,-119.751447,4,7,1,"Active Life, Fitness & Instruction, Karate, Martial Arts, Boxing, Trainers, Circuit Training Gyms, Gyms"
fXIsVDI9SEdJO9901CGfyw,Cabrillo Inn at the Beach,931 E Cabrillo Blvd,Santa Barbara,CA,93103,34.4172918,-119.6714417,2.5,122,1,"Hotels, Event Planning & Services, Hotels & Travel, Bed & Breakfast, Vacation Rentals"
jnUR4SD9C867RotJ20yFWw,Santa Barbara Estate Planner,"21 E Carrillo St, Ste 110",Santa Barbara,CA,93101,34.42196645,-119.7013888,5,7,1,"Divorce & Family Law, Estate Planning Law, Wills, Trusts, & Probates, Lawyers, Professional Services"
TWLH8nel96VXhKsuZ-R4sQ,Santa Barbara Urban Wine Tours,22 State St,Santa Barbara,CA,93101,34.4128895,-119.6898255,5,8,0,"Wineries, Arts & Entertainment, Tours, Food, Beer, Wine & Spirits, Hotels & Travel"
bFWH7wlto7jjjwce5ZV--A,Home Plate Grill,"7398 Calle Real, Ste C",Goleta,CA,93117,34.4335513,-119.8846389,4.5,227,1,"Restaurants, Burgers, Sandwiches, Pizza, American (Traditional), Breakfast & Brunch"
PEA2QAt8z6BQXiBDCiokgg,Old Wharf Trading Company,217 Stearns Wharf,Santa Barbara,CA,93101,34.4100065,-119.6855487,4,20,1,"Flowers & Gifts, Gift Shops, Local Flavor, Shopping, Fashion, Souvenir Shops"
mPEhOHKNiDUV-hJYdo5s8w,Lemos Feed & Pet Supply,5880B Calle Real,Goleta,CA,93117,34.4416997,-119.826741,5,33,1,"Pet Services, Pets, Shopping, Pet Stores, Veterinarians, Livestock Feed & Supply"
abr7RHb5adfBWscv5DyLeA,California Brew Festival,236 E Cabrillo Blvd,Santa Barbara,CA,93101,34.4144516,-119.6851791,5,6,1,"Food, Beer, Wine & Spirits, Arts & Entertainment, Festivals"
